date,target_actual,ID,target_season,target_actual_lag,target_season_lag
2013-07-01,4.8,North Denmark,5.6,5.2,5.6
2013-06-01,5.2,North Denmark,5.6,5.5,5.7
2013-05-01,5.5,North Denmark,5.7,5.8,5.9
2013-04-01,5.8,North Denmark,5.9,6.5,5.9
2013-03-01,6.5,North Denmark,5.9,6.8,5.8
2013-02-01,6.8,North Denmark,5.8,7.0,5.9
2013-01-01,7.0,North Denmark,5.9,6.5,6.1
2012-12-01,6.5,North Denmark,6.1,5.9,5.9
2012-11-01,5.9,North Denmark,5.9,5.7,6.0
2012-10-01,5.7,North Denmark,6.0,5.6,6.1
2012-09-01,5.6,North Denmark,6.1,5.5,6.1
2012-08-01,5.5,North Denmark,6.1,5.1,6.2
2012-07-01,5.1,North Denmark,6.2,5.8,6.3
2012-06-01,5.8,North Denmark,6.3,6.1,6.3
2012-05-01,6.1,North Denmark,6.3,6.1,6.3
2012-04-01,6.1,North Denmark,6.3,6.9,6.2
2012-03-01,6.9,North Denmark,6.2,7.4,6.2
2012-02-01,7.4,North Denmark,6.2,7.2,6.1
2012-01-01,7.2,North Denmark,6.1,6.5,6.1
2011-12-01,6.5,North Denmark,6.1,6.2,6.2
2011-11-01,6.2,North Denmark,6.2,5.8,6.2
2011-10-01,5.8,North Denmark,6.2,5.7,6.2
2011-09-01,5.7,North Denmark,6.2,5.5,6.3
2011-08-01,5.5,North Denmark,6.3,5.1,6.4
2011-07-01,5.1,North Denmark,6.4,5.9,6.4
2011-06-01,5.9,North Denmark,6.4,6.3,6.4
2011-05-01,6.3,North Denmark,6.4,6.3,6.3
2011-04-01,6.3,North Denmark,6.3,7.2,6.3
2011-03-01,7.2,North Denmark,6.3,7.5,6.3
2011-02-01,7.5,North Denmark,6.3,7.7,6.5
2011-01-01,7.7,North Denmark,6.5,7.0,6.5
2010-12-01,7.0,North Denmark,6.5,6.3,6.4
2010-11-01,6.3,North Denmark,6.4,6.1,6.6
2010-10-01,6.1,North Denmark,6.6,6.0,6.6
2010-09-01,6.0,North Denmark,6.6,5.8,6.7
2010-08-01,5.8,North Denmark,6.7,5.3,6.7
2010-07-01,5.3,North Denmark,6.7,6.2,6.7
2010-06-01,6.2,North Denmark,6.7,6.6,6.7
2010-05-01,6.6,North Denmark,6.7,6.7,6.7
2010-04-01,6.7,North Denmark,6.7,8.0,6.9
2010-03-01,8.0,North Denmark,6.9,8.2,6.8
2010-02-01,8.2,North Denmark,6.8,8.1,6.8
2010-01-01,8.1,North Denmark,6.8,7.1,6.5
2009-12-01,7.1,North Denmark,6.5,6.5,6.7
2009-11-01,6.5,North Denmark,6.7,6.1,6.7
2009-10-01,6.1,North Denmark,6.7,5.7,6.5
2009-09-01,5.7,North Denmark,6.5,5.5,6.3
2009-08-01,5.5,North Denmark,6.3,4.8,6.0
2009-07-01,4.8,North Denmark,6.0,5.6,6.1
2009-06-01,5.6,North Denmark,6.1,5.6,5.7
2009-05-01,5.6,North Denmark,5.7,5.5,5.5
2009-04-01,5.5,North Denmark,5.5,5.7,4.9
2009-03-01,5.7,North Denmark,4.9,5.4,4.5
2009-02-01,5.4,North Denmark,4.5,4.9,4.1
2009-01-01,4.9,North Denmark,4.1,4.0,3.7
2008-12-01,4.0,North Denmark,3.7,3.3,3.4
2008-11-01,3.3,North Denmark,3.4,2.9,3.1
2008-10-01,2.9,North Denmark,3.1,2.7,3.0
2008-09-01,2.7,North Denmark,3.0,2.6,2.9
2008-08-01,2.6,North Denmark,2.9,2.3,2.8
2008-07-01,2.3,North Denmark,2.8,2.6,2.8
2008-06-01,2.6,North Denmark,2.8,2.9,3.0
2008-05-01,2.9,North Denmark,3.0,3.1,3.1
2008-04-01,3.1,North Denmark,3.1,3.7,3.3
2008-03-01,3.7,North Denmark,3.3,4.0,3.4
2008-02-01,4.0,North Denmark,3.4,4.3,3.6
2008-01-01,4.3,North Denmark,3.6,4.0,3.8
2007-12-01,4.0,North Denmark,3.8,3.7,3.8
2007-11-01,3.7,North Denmark,3.8,3.7,4.0
2007-10-01,3.7,North Denmark,4.0,3.8,4.2
2007-09-01,3.8,North Denmark,4.2,3.9,4.4
2007-08-01,3.9,North Denmark,4.4,3.7,4.5
2007-07-01,3.7,North Denmark,4.5,4.2,4.6
2007-06-01,4.2,North Denmark,4.6,4.6,4.7
2007-05-01,4.6,North Denmark,4.7,4.8,4.9
2007-04-01,4.8,North Denmark,4.9,5.6,4.9
2007-03-01,5.6,North Denmark,4.9,6.0,5.1
2007-02-01,6.0,North Denmark,5.1,6.3,5.3
2007-01-01,6.3,North Denmark,5.3,,
2019-08-01,3.6,Central Denmark,3.6,3.4,3.6
2019-07-01,3.4,Central Denmark,3.6,3.4,3.6
2019-06-01,3.4,Central Denmark,3.6,3.3,3.5
2019-05-01,3.3,Central Denmark,3.5,3.3,3.5
2019-04-01,3.3,Central Denmark,3.5,3.7,3.5
2019-03-01,3.7,Central Denmark,3.5,3.9,3.5
2019-02-01,3.9,Central Denmark,3.5,3.8,3.5
2019-01-01,3.8,Central Denmark,3.5,3.6,3.5
2018-12-01,3.6,Central Denmark,3.5,3.4,3.5
2018-11-01,3.4,Central Denmark,3.5,3.4,3.5
2018-10-01,3.4,Central Denmark,3.5,3.4,3.5
2018-09-01,3.4,Central Denmark,3.5,3.5,3.5
2018-08-01,3.5,Central Denmark,3.5,3.4,3.5
2018-07-01,3.4,Central Denmark,3.5,3.4,3.5
2018-06-01,3.4,Central Denmark,3.5,3.4,3.6
2018-05-01,3.4,Central Denmark,3.6,3.4,3.6
2018-04-01,3.4,Central Denmark,3.6,3.8,3.7
2018-03-01,3.8,Central Denmark,3.7,4.0,3.6
2018-02-01,4.0,Central Denmark,3.6,4.0,3.6
2018-01-01,4.0,Central Denmark,3.6,3.7,3.7
2017-12-01,3.7,Central Denmark,3.7,3.7,3.7
2017-11-01,3.7,Central Denmark,3.7,3.7,3.8
2017-10-01,3.7,Central Denmark,3.8,3.7,3.8
2017-09-01,3.7,Central Denmark,3.8,3.8,3.8
2017-08-01,3.8,Central Denmark,3.8,3.7,3.9
2017-07-01,3.7,Central Denmark,3.9,3.6,3.7
2017-06-01,3.6,Central Denmark,3.7,3.6,3.7
2017-05-01,3.6,Central Denmark,3.7,3.6,3.7
2017-04-01,3.6,Central Denmark,3.7,3.9,3.7
2017-03-01,3.9,Central Denmark,3.7,4.1,3.7
2017-02-01,4.1,Central Denmark,3.7,4.0,3.7
2017-01-01,4.0,Central Denmark,3.7,3.7,3.7
2016-12-01,3.7,Central Denmark,3.7,3.5,3.6
2016-11-01,3.5,Central Denmark,3.6,3.4,3.6
2016-10-01,3.4,Central Denmark,3.6,3.4,3.5
2016-09-01,3.4,Central Denmark,3.5,3.4,3.5
2016-08-01,3.4,Central Denmark,3.5,3.3,3.6
2016-07-01,3.3,Central Denmark,3.6,3.4,3.6
2016-06-01,3.4,Central Denmark,3.6,3.5,3.6
2016-05-01,3.5,Central Denmark,3.6,3.5,3.6
2016-04-01,3.5,Central Denmark,3.6,3.8,3.6
2016-03-01,3.8,Central Denmark,3.6,4.1,3.7
2016-02-01,4.1,Central Denmark,3.7,4.1,3.7
2016-01-01,4.1,Central Denmark,3.7,3.9,3.8
2015-12-01,3.9,Central Denmark,3.8,3.7,3.8
2015-11-01,3.7,Central Denmark,3.8,3.7,3.8
2015-10-01,3.7,Central Denmark,3.8,3.7,3.9
2015-09-01,3.7,Central Denmark,3.9,3.8,3.9
2015-08-01,3.8,Central Denmark,3.9,3.6,3.9
2015-07-01,3.6,Central Denmark,3.9,3.9,4.0
2015-06-01,3.9,Central Denmark,4.0,3.9,4.1
2015-05-01,3.9,Central Denmark,4.1,4.0,4.1
2015-04-01,4.0,Central Denmark,4.1,4.3,4.1
2015-03-01,4.3,Central Denmark,4.1,4.6,4.1
2015-02-01,4.6,Central Denmark,4.1,4.6,4.1
2015-01-01,4.6,Central Denmark,4.1,4.3,4.1
2014-12-01,4.3,Central Denmark,4.1,4.1,4.2
2014-11-01,4.1,Central Denmark,4.2,4.0,4.2
2014-10-01,4.0,Central Denmark,4.2,4.0,4.2
2014-09-01,4.0,Central Denmark,4.2,4.1,4.3
2014-08-01,4.1,Central Denmark,4.3,3.9,4.3
2014-07-01,3.9,Central Denmark,4.3,4.2,4.4
2014-06-01,4.2,Central Denmark,4.4,4.3,4.4
2014-05-01,4.3,Central Denmark,4.4,4.4,4.5
2014-04-01,4.4,Central Denmark,4.5,4.9,4.5
2014-03-01,4.9,Central Denmark,4.5,5.2,4.6
2014-02-01,5.2,Central Denmark,4.6,5.2,4.7
2014-01-01,5.2,Central Denmark,4.7,5.1,4.9
2013-12-01,5.1,Central Denmark,4.9,4.9,4.9
2013-11-01,4.9,Central Denmark,4.9,4.7,4.9
2013-10-01,4.7,Central Denmark,4.9,4.7,5.0
2013-09-01,4.7,Central Denmark,5.0,4.7,5.0
2013-08-01,4.7,Central Denmark,5.0,4.4,5.0
2013-07-01,4.4,Central Denmark,5.0,5.0,5.1
2013-06-01,5.0,Central Denmark,5.1,5.1,5.2
2013-05-01,5.1,Central Denmark,5.2,5.3,5.4
2013-04-01,5.3,Central Denmark,5.4,5.7,5.3
2013-03-01,5.7,Central Denmark,5.3,5.9,5.2
2013-02-01,5.9,Central Denmark,5.2,5.9,5.3
2013-01-01,5.9,Central Denmark,5.3,5.6,5.4
2012-12-01,5.6,Central Denmark,5.4,5.3,5.3
2012-11-01,5.3,Central Denmark,5.3,5.1,5.4
2012-10-01,5.1,Central Denmark,5.4,5.1,5.4
2012-09-01,5.1,Central Denmark,5.4,5.0,5.4
2012-08-01,5.0,Central Denmark,5.4,4.6,5.4
2012-07-01,4.6,Central Denmark,5.4,5.3,5.5
2012-06-01,5.3,Central Denmark,5.5,5.4,5.5
2012-05-01,5.4,Central Denmark,5.5,5.4,5.5
2012-04-01,5.4,Central Denmark,5.5,5.9,5.4
2012-03-01,5.9,Central Denmark,5.4,6.1,5.4
2012-02-01,6.1,Central Denmark,5.4,5.9,5.3
2012-01-01,5.9,Central Denmark,5.3,5.4,5.2
2011-12-01,5.4,Central Denmark,5.2,5.2,5.2
2011-11-01,5.2,Central Denmark,5.2,5.0,5.3
2011-10-01,5.0,Central Denmark,5.3,5.0,5.3
2011-09-01,5.0,Central Denmark,5.3,4.9,5.3
2011-08-01,4.9,Central Denmark,5.3,4.3,5.3
2011-07-01,4.3,Central Denmark,5.3,5.2,5.3
2011-06-01,5.2,Central Denmark,5.3,5.4,5.3
2011-05-01,5.4,Central Denmark,5.3,5.3,5.3
2011-04-01,5.3,Central Denmark,5.3,6.0,5.4
2011-03-01,6.0,Central Denmark,5.4,6.1,5.4
2011-02-01,6.1,Central Denmark,5.4,6.2,5.5
2011-01-01,6.2,Central Denmark,5.5,5.7,5.5
2010-12-01,5.7,Central Denmark,5.5,5.4,5.5
2010-11-01,5.4,Central Denmark,5.5,5.3,5.6
2010-10-01,5.3,Central Denmark,5.6,5.2,5.6
2010-09-01,5.2,Central Denmark,5.6,5.1,5.6
2010-08-01,5.1,Central Denmark,5.6,4.5,5.6
2010-07-01,4.5,Central Denmark,5.6,5.4,5.6
2010-06-01,5.4,Central Denmark,5.6,5.6,5.6
2010-05-01,5.6,Central Denmark,5.6,5.6,5.6
2010-04-01,5.6,Central Denmark,5.6,6.4,5.7
2010-03-01,6.4,Central Denmark,5.7,6.6,5.7
2010-02-01,6.6,Central Denmark,5.7,6.4,5.6
2010-01-01,6.4,Central Denmark,5.6,5.7,5.5
2009-12-01,5.7,Central Denmark,5.5,5.3,5.5
2009-11-01,5.3,Central Denmark,5.5,5.0,5.5
2009-10-01,5.0,Central Denmark,5.5,4.8,5.3
2009-09-01,4.8,Central Denmark,5.3,4.7,5.1
2009-08-01,4.7,Central Denmark,5.1,4.0,4.7
2009-07-01,4.0,Central Denmark,4.7,4.6,4.8
2009-06-01,4.6,Central Denmark,4.8,4.5,4.5
2009-05-01,4.5,Central Denmark,4.5,4.3,4.3
2009-04-01,4.3,Central Denmark,4.3,4.2,3.7
2009-03-01,4.2,Central Denmark,3.7,3.8,3.3
2009-02-01,3.8,Central Denmark,3.3,3.3,2.9
2009-01-01,3.3,Central Denmark,2.9,2.7,2.6
2008-12-01,2.7,Central Denmark,2.6,2.2,2.3
2008-11-01,2.2,Central Denmark,2.3,2.0,2.1
2008-10-01,2.0,Central Denmark,2.1,1.9,2.0
2008-09-01,1.9,Central Denmark,2.0,1.8,2.0
2008-08-01,1.8,Central Denmark,2.0,1.6,1.9
2008-07-01,1.6,Central Denmark,1.9,1.8,1.9
2008-06-01,1.8,Central Denmark,1.9,1.9,1.9
2008-05-01,1.9,Central Denmark,1.9,1.9,1.9
2008-04-01,1.9,Central Denmark,1.9,2.2,2.0
2008-03-01,2.2,Central Denmark,2.0,2.4,2.1
2008-02-01,2.4,Central Denmark,2.1,2.5,2.3
2008-01-01,2.5,Central Denmark,2.3,2.4,2.4
2007-12-01,2.4,Central Denmark,2.4,2.3,2.4
2007-11-01,2.3,Central Denmark,2.4,2.4,2.6
2007-10-01,2.4,Central Denmark,2.6,2.5,2.7
2007-09-01,2.5,Central Denmark,2.7,2.7,2.8
2007-08-01,2.7,Central Denmark,2.8,2.5,2.9
2007-07-01,2.5,Central Denmark,2.9,2.8,2.9
2007-06-01,2.8,Central Denmark,2.9,3.0,3.0
2007-05-01,3.0,Central Denmark,3.0,3.2,3.1
2007-04-01,3.2,Central Denmark,3.1,3.5,3.2
2007-03-01,3.5,Central Denmark,3.2,3.8,3.4
2007-02-01,3.8,Central Denmark,3.4,4.0,3.6
2007-01-01,4.0,Central Denmark,3.6,,
2019-08-01,3.9,Capital,3.9,3.7,3.9
2019-07-01,3.7,Capital,3.9,3.8,3.9
2019-06-01,3.8,Capital,3.9,3.8,3.9
2019-05-01,3.8,Capital,3.9,3.7,3.9
2019-04-01,3.7,Capital,3.9,4.0,3.9
2019-03-01,4.0,Capital,3.9,4.1,3.9
2019-02-01,4.1,Capital,3.9,4.1,3.9
2019-01-01,4.1,Capital,3.9,3.9,3.9
2018-12-01,3.9,Capital,3.9,3.9,3.9
2018-11-01,3.9,Capital,3.9,3.9,3.9
2018-10-01,3.9,Capital,3.9,3.9,3.9
2018-09-01,3.9,Capital,3.9,3.9,3.9
2018-08-01,3.9,Capital,3.9,3.7,3.9
2018-07-01,3.7,Capital,3.9,3.9,4.0
2018-06-01,3.9,Capital,4.0,4.0,4.1
2018-05-01,4.0,Capital,4.1,3.9,4.1
2018-04-01,3.9,Capital,4.1,4.2,4.1
2018-03-01,4.2,Capital,4.1,4.3,4.1
2018-02-01,4.3,Capital,4.1,4.4,4.2
2018-01-01,4.4,Capital,4.2,4.2,4.2
2017-12-01,4.2,Capital,4.2,4.2,4.2
2017-11-01,4.2,Capital,4.2,4.3,4.3
2017-10-01,4.3,Capital,4.3,4.2,4.3
2017-09-01,4.2,Capital,4.3,4.3,4.4
2017-08-01,4.3,Capital,4.4,4.2,4.4
2017-07-01,4.2,Capital,4.4,4.2,4.3
2017-06-01,4.2,Capital,4.3,4.2,4.3
2017-05-01,4.2,Capital,4.3,4.1,4.3
2017-04-01,4.1,Capital,4.3,4.4,4.3
2017-03-01,4.4,Capital,4.3,4.5,4.3
2017-02-01,4.5,Capital,4.3,4.5,4.3
2017-01-01,4.5,Capital,4.3,4.4,4.3
2016-12-01,4.4,Capital,4.3,4.3,4.3
2016-11-01,4.3,Capital,4.3,4.2,4.3
2016-10-01,4.2,Capital,4.3,4.2,4.3
2016-09-01,4.2,Capital,4.3,4.2,4.3
2016-08-01,4.2,Capital,4.3,4.1,4.3
2016-07-01,4.1,Capital,4.3,4.2,4.3
2016-06-01,4.2,Capital,4.3,4.2,4.3
2016-05-01,4.2,Capital,4.3,4.1,4.3
2016-04-01,4.1,Capital,4.3,4.4,4.3
2016-03-01,4.4,Capital,4.3,4.6,4.3
2016-02-01,4.6,Capital,4.3,4.6,4.3
2016-01-01,4.6,Capital,4.3,4.5,4.5
2015-12-01,4.5,Capital,4.5,4.5,4.5
2015-11-01,4.5,Capital,4.5,4.5,4.5
2015-10-01,4.5,Capital,4.5,4.5,4.6
2015-09-01,4.5,Capital,4.6,4.6,4.7
2015-08-01,4.6,Capital,4.7,4.4,4.7
2015-07-01,4.4,Capital,4.7,4.8,4.8
2015-06-01,4.8,Capital,4.8,4.8,4.9
2015-05-01,4.8,Capital,4.9,4.8,4.9
2015-04-01,4.8,Capital,4.9,5.1,5.0
2015-03-01,5.1,Capital,5.0,5.3,5.0
2015-02-01,5.3,Capital,5.0,5.4,5.0
2015-01-01,5.4,Capital,5.0,5.3,5.2
2014-12-01,5.3,Capital,5.2,5.2,5.2
2014-11-01,5.2,Capital,5.2,5.2,5.2
2014-10-01,5.2,Capital,5.2,5.1,5.2
2014-09-01,5.1,Capital,5.2,5.2,5.3
2014-08-01,5.2,Capital,5.3,5.0,5.3
2014-07-01,5.0,Capital,5.3,5.3,5.4
2014-06-01,5.3,Capital,5.4,5.3,5.4
2014-05-01,5.3,Capital,5.4,5.2,5.4
2014-04-01,5.2,Capital,5.4,5.6,5.5
2014-03-01,5.6,Capital,5.5,5.8,5.5
2014-02-01,5.8,Capital,5.5,5.9,5.5
2014-01-01,5.9,Capital,5.5,6.0,5.9
2013-12-01,6.0,Capital,5.9,6.0,6.0
2013-11-01,6.0,Capital,6.0,5.9,6.0
2013-10-01,5.9,Capital,6.0,5.9,6.0
2013-09-01,5.9,Capital,6.0,5.8,6.0
2013-08-01,5.8,Capital,6.0,5.7,6.1
2013-07-01,5.7,Capital,6.1,6.1,6.1
2013-06-01,6.1,Capital,6.1,6.1,6.1
2013-05-01,6.1,Capital,6.1,6.0,6.2
2013-04-01,6.0,Capital,6.2,6.4,6.2
2013-03-01,6.4,Capital,6.2,6.4,6.1
2013-02-01,6.4,Capital,6.1,6.5,6.1
2013-01-01,6.5,Capital,6.1,6.4,6.3
2012-12-01,6.4,Capital,6.3,6.3,6.2
2012-11-01,6.3,Capital,6.2,6.2,6.3
2012-10-01,6.2,Capital,6.3,6.2,6.3
2012-09-01,6.2,Capital,6.3,6.1,6.3
2012-08-01,6.1,Capital,6.3,5.7,6.3
2012-07-01,5.7,Capital,6.3,6.2,6.3
2012-06-01,6.2,Capital,6.3,6.3,6.3
2012-05-01,6.3,Capital,6.3,6.1,6.3
2012-04-01,6.1,Capital,6.3,6.4,6.1
2012-03-01,6.4,Capital,6.1,6.4,6.1
2012-02-01,6.4,Capital,6.1,6.3,6.0
2012-01-01,6.3,Capital,6.0,6.1,6.0
2011-12-01,6.1,Capital,6.0,6.0,6.0
2011-11-01,6.0,Capital,6.0,6.0,6.0
2011-10-01,6.0,Capital,6.0,5.9,6.0
2011-09-01,5.9,Capital,6.0,5.9,6.1
2011-08-01,5.9,Capital,6.1,5.5,6.1
2011-07-01,5.5,Capital,6.1,6.1,6.1
2011-06-01,6.1,Capital,6.1,6.3,6.2
2011-05-01,6.3,Capital,6.2,6.0,6.1
2011-04-01,6.0,Capital,6.1,6.4,6.1
2011-03-01,6.4,Capital,6.1,6.5,6.1
2011-02-01,6.5,Capital,6.1,6.5,6.2
2011-01-01,6.5,Capital,6.2,6.3,6.2
2010-12-01,6.3,Capital,6.2,6.2,6.2
2010-11-01,6.2,Capital,6.2,6.1,6.2
2010-10-01,6.1,Capital,6.2,6.0,6.2
2010-09-01,6.0,Capital,6.2,5.9,6.2
2010-08-01,5.9,Capital,6.2,5.4,6.0
2010-07-01,5.4,Capital,6.0,6.0,6.0
2010-06-01,6.0,Capital,6.0,6.1,6.0
2010-05-01,6.1,Capital,6.0,5.9,6.0
2010-04-01,5.9,Capital,6.0,6.3,5.9
2010-03-01,6.3,Capital,5.9,6.2,5.9
2010-02-01,6.2,Capital,5.9,6.1,5.7
2010-01-01,6.1,Capital,5.7,5.7,5.6
2009-12-01,5.7,Capital,5.6,5.4,5.5
2009-11-01,5.4,Capital,5.5,5.2,5.4
2009-10-01,5.2,Capital,5.4,5.0,5.3
2009-09-01,5.0,Capital,5.3,4.9,5.1
2009-08-01,4.9,Capital,5.1,4.5,4.9
2009-07-01,4.5,Capital,4.9,4.8,4.8
2009-06-01,4.8,Capital,4.8,4.7,4.6
2009-05-01,4.7,Capital,4.6,4.5,4.5
2009-04-01,4.5,Capital,4.5,4.5,4.2
2009-03-01,4.5,Capital,4.2,4.2,3.9
2009-02-01,4.2,Capital,3.9,3.8,3.6
2009-01-01,3.8,Capital,3.6,3.4,3.4
2008-12-01,3.4,Capital,3.4,3.2,3.2
2008-11-01,3.2,Capital,3.2,3.0,3.1
2008-10-01,3.0,Capital,3.1,2.8,3.0
2008-09-01,2.8,Capital,3.0,2.8,2.9
2008-08-01,2.8,Capital,2.9,2.6,2.9
2008-07-01,2.6,Capital,2.9,2.9,2.9
2008-06-01,2.9,Capital,2.9,2.9,2.9
2008-05-01,2.9,Capital,2.9,3.0,3.0
2008-04-01,3.0,Capital,3.0,3.2,3.1
2008-03-01,3.2,Capital,3.1,3.4,3.2
2008-02-01,3.4,Capital,3.2,3.5,3.3
2008-01-01,3.5,Capital,3.3,3.5,3.5
2007-12-01,3.5,Capital,3.5,3.5,3.5
2007-11-01,3.5,Capital,3.5,3.6,3.7
2007-10-01,3.6,Capital,3.7,3.7,3.8
2007-09-01,3.7,Capital,3.8,3.8,3.9
2007-08-01,3.8,Capital,3.9,3.7,4.0
2007-07-01,3.7,Capital,4.0,4.1,4.1
2007-06-01,4.1,Capital,4.1,4.3,4.2
2007-05-01,4.3,Capital,4.2,4.3,4.4
2007-04-01,4.3,Capital,4.4,4.6,4.4
2007-03-01,4.6,Capital,4.4,4.8,4.6
2007-02-01,4.8,Capital,4.6,4.9,4.7
2007-01-01,4.9,Capital,4.7,,
